Country,health_count,total_sentences,total_words,health_percent,population,sids,income,democracy,health_expenditure,coal_rents,temperature_change,air_pollution,HES,HES_1,HES_2,HES_3,HES_4,health_topic,economy_topic,energy_topic,agri_topic,Other_1,Other_2,eu
LSO,16,316,12410,0.12892828364222403,14.545472145080566,0,7.016911029815674,7.8333330154418945,7.948503643,0,1.412059671,27.799999237060547,4,1,1,1,1,0.19251526886289017,0.17790819084593387,0.19523192355450864,0.18492497340216357,0.1447517998423682,0.10466784349213554,Non-EU
LTU,0,33,1133,0,14.869206428527832,0,9.61577033996582,10,6.644369662,0,0.744594785,11.5,0,0,0,0,0,0.02671368440476712,0.12137289718249872,0.5963116282310038,0.06700286816271715,0.12716531175336296,0.06143361026565015,EU
LUX,0,33,1133,0,13.274250030517578,0,11.554819107055664,10,5.468732491,0,0.476003021,10.199999809265137,0,0,0,0,0,0.02671368440476712,0.12137289718249872,0.5963116282310038,0.06700286816271715,0.12716531175336296,0.06143361026565015,EU
LVA,0,33,1133,0,14.488218307495117,0,9.557711601257324,9.083333969116211,6.214978546,0,0.675551201,12.699999809265137,0,0,0,0,0,0.02671368440476712,0.12137289718249872,0.5963116282310038,0.06700286816271715,0.12716531175336296,0.06143361026565015,EU
MAR,26,313,9877,0.26323782525058215,17.374460220336914,0,7.971334457397461,3.5833332538604736,5.238145962,0,1.507066938,31,3,1,1,1,0,0.12403048696520973,0.12577783315783594,0.1552837763971768,0.2738803291316758,0.15903311145376386,0.16199446289433778,Non-EU
MCO,1,98,3276,0.030525030525030524,10.547182083129883,0,12.043058395385742,8.595741271972656,1.749095507,0,0,12.199999809265137,1,1,0,0,0,0.07932296580791989,0.14928562231594855,0.5255412874903765,0.04575869228212989,0.1085409464055245,0.0915504856981006,Non-EU
MDA,38,340,16103,0.2359808731292306,14.845904350280762,0,7.7285943031311035,8.083333015441895,7.535933703,0,1.276798803,16,5,1,1,1,1,0.26217093195359287,0.17464071567400896,0.18023614992486767,0.11491725095208272,0.15850971938881003,0.10952523210663773,Non-EU
MDG,13,150,4499,0.288953100689042,17.030153274536133,0,6.1653242111206055,6.9166669845581055,6.117167324,0,0.603590387,21.399999618530273,3,1,1,1,0,0.19707775324237112,0.14328528334954704,0.10448866347273714,0.17886284735898397,0.2582679242824556,0.11801752829390516,Non-EU
MDV,10,164,3080,0.3246753246753247,13.072149276733398,1,9.127967834472656,3.6895968914031982,10.1996921,0,0.631258775,7.599999904632568,4,1,1,1,1,0.2357186612040777,0.2455563782993088,0.2114151912313762,0.10452173419874784,0.09952312050587424,0.10326491456061532,Non-EU
MEX,5,122,3684,0.13572204125950055,18.630401611328125,0,9.0756378173828125,7.8333330154418945,5.616091937,0.020631814,0.370477533,20.100000381469727,2,1,1,0,0,0.1475367029042287,0.11900849498139188,0.2174228791767081,0.11289230426082404,0.2046867522702852,0.19845286640656212,Non-EU
MHL,2,78,3177,0.06295247088448222,10.963619232177734,1,8.152997016906738,10,17.86218286,0,0.665586596,9.399999618530273,5,1,1,1,1,0.1874886765873745,0.2037184531979672,0.31270923308312254,0.05027780494454468,0.0977009675489732,0.14810486463801795,Non-EU
MKD,0,100,3191,0,14.548236846923828,0,8.542696952819824,7.6666669845581055,6.379433721,0.081527836,0.546901102,28.299999237060547,0,0,0,0,0,0.06690472052668921,0.13227998495628418,0.4038250394538599,0.05048850589694305,0.2694967918646449,0.0770049573015788,Non-EU
MLI,0,260,8626,0,16.703960418701172,0,6.659133434295654,5.8333330154418945,3.775381669,0,0.162976733,31.200000762939453,0,0,0,0,0,0.09174346571743015,0.15679836493169563,0.11005993203700289,0.2444737735965088,0.26826503499622156,0.12865942872114103,Non-EU
MLT,0,33,1133,0,13.028834342956543,0,10.132673263549805,10,9.166416526,0,-0.213336532,14,0,0,0,0,0,0.02671368440476712,0.12137289718249872,0.5963116282310038,0.06700286816271715,0.12716531175336296,0.06143361026565015,EU
MMR,10,301,9462,0.1056859015007398,17.78665542602539,0,7.083803176879883,6.166666507720947,4.767122865,0.009907388,0.676046639,34.70000076293945,2,1,1,0,0,0.26841843724421105,0.1999391749640338,0.1342011638324887,0.14125324835226738,0.13620241204072212,0.11998556356627683,Non-EU
MNE,0,29,1114,0,13.341182708740234,0,8.85779094696045,8.083333015441895,6.4,0.082075317,0.358072563,20.200000762939453,0,0,0,0,0,0.03083283520924434,0.1512102762948633,0.5697588896261386,0.0339799959562207,0.1423470440894969,0.07187095882403609,Non-EU
MNG,5,158,4563,0.10957703265395574,14.932734489440918,0,8.205259323120117,9.583333969116211,4.423556477,4.361818138,1.387067561,40.400001525878906,1,1,0,0,0,0.1968789651401677,0.15347944612546413,0.2143007300670864,0.19532450826154032,0.13586874098265847,0.10414760942308302,Non-EU
MOZ,5,135,4279,0.11684973124561812,17.14162254333496,0,6.061285495758057,6.25,5.146733299,1.906261109,1.118443722,19.399999618530273,2,1,1,0,0,0.26657969546763227,0.19193470040036137,0.10412311057080624,0.13191404158707684,0.13562972276764854,0.1698187292064748,Non-EU
MRT,11,110,4845,0.22703818369453044,15.241874694824219,0,7.02454948425293,3.25,4.130824283,0,0.020706885,40.79999923706055,3,1,1,1,0,0.13126142089343748,0.13156346101632327,0.07835107104583629,0.24147496181390157,0.21540205108808577,0.2019470341424157,Non-EU
MUS,9,71,2325,0.3870967741935484,14.0493745803833,1,9.177984237670898,9.583333969116211,5.706785619,0,0.764709339,13.5,3,1,1,1,0,0.22681547880902184,0.2002145189831492,0.1855975451413986,0.14735830609518413,0.13755297829933183,0.1024611726719145,Non-EU
MWI,19,156,5403,0.35165648713677583,16.66072654724121,0,5.755037307739258,7.3333330154418945,9.693633765,0.016740121,1.437795536,22.100000381469727,4,1,1,1,1,0.20671007672125147,0.16888364359977515,0.15611557256995812,0.23295800523071633,0.12505510839911077,0.11027759347918818,Non-EU
MYS,10,101,2187,0.4572473708276178,17.23927879333496,0,9.191946029663086,6.25,3.79941836,0.01145935,0.612560009,16,4,1,1,1,1,0.1741895642161176,0.2235463509244585,0.21731416185830968,0.16017510502888654,0.1473374183593973,0.07743739961283054,Non-EU
NAM,7,194,7925,0.08832807570977917,14.673341751098633,0,8.473499298095703,8.166666030883789,9.110306948,0,1.653848494,22.600000381469727,3,1,1,1,0,0.18090683138682223,0.17463019015053294,0.1709483944755828,0.14166764726185485,0.20466386813813744,0.1271830685870697,Non-EU
NER,5,231,10353,0.04829518014102192,16.849925994873047,0,5.8920063972473145,6.25,6.164639816,0.034948762,-0.026500827,70.80000305175781,2,1,1,0,0,0.12876825285702567,0.1271416641824121,0.1083949772704666,0.29437800320174495,0.23798916901869344,0.10332793346965734,Non-EU
NGA,20,499,10689,0.18710824211806532,19.041044235229492,0,7.685243606567383,6.75,3.647736832,2.62305e-4,0.81888537,48.70000076293945,5,1,1,1,1,0.22465319463657268,0.22426894281935905,0.17829764205129445,0.16553121152720468,0.10594850609750806,0.101300502868061,Non-EU
NIC,2,231,7766,0.02575328354365182,15.65669059753418,0,7.653289794921875,6.0833330154418945,8.790948242,0,0.954013952,16.899999618530273,1,1,0,0,0,0.07955393244490692,0.14550943112948986,0.1576693271254519,0.15831263260335468,0.2324900444212488,0.2264646322755479,Non-EU
NLD,0,33,1133,0,16.65050506591797,0,10.736567497253418,10,10.30060574,0,0.73048654,12.100000381469727,0,0,0,0,0,0.02671368440476712,0.12137289718249872,0.5963116282310038,0.06700286816271715,0.12716531175336296,0.06143361026565015,EU
NOR,0,77,1922,0,15.470785140991211,0,11.162808418273926,10,10.5194889,0.003323074,0.309714865,7,0,0,0,0,0,0.0197610776937642,0.1089389727703175,0.6390331409666349,0.01802588832738478,0.13870251584438725,0.07553840439751139,Non-EU
NPL,1,194,5252,0.01904036557501904,17.1209716796875,0,6.655630111694336,6.9166669845581055,6.278400868,0.004043116,0.544118582,94.30000305175781,1,1,0,0,0,0.24519490551813025,0.19501093916606033,0.1566531171232201,0.19050092873218671,0.096698262030567,0.1159418474298357,Non-EU
NRU,6,146,4417,0.13583880461851935,9.47646713256836,1,8.964532852172852,8.595741271972656,13.86484355,0,0.312428802,12.5,2,1,1,0,0,0.23516858594124176,0.26953822346439,0.19915245559093325,0.07667671224145489,0.09324621767410944,0.12621780508787078,Non-EU
NZL,0,18,714,0,15.361625671386719,0,10.597306251525879,10,9.29223001,0.021429395,0.769207126,5.699999809265137,0,0,0,0,0,0.04950460135519947,0.09169066332878266,0.5861554099740143,0.10381756950890876,0.06890631849075053,0.09992543734234424,Non-EU
OMN,1,18,677,0.14771048744460857,15.314959526062012,0,9.597074508666992,1.75,4.328744859,0,0.510161478,38.20000076293945,1,1,0,0,0,0.1451946490582276,0.14719805255699114,0.3370525423617453,0.08933083099611296,0.1451217756619192,0.13610214936500364,Non-EU
PAK,2,416,11824,0.016914749661705007,19.13180160522461,0,7.221436977386475,6.3333330154418945,2.855102345,0.042724206,0.421926036,55.20000076293945,2,1,1,0,0,0.22199756127983833,0.2238481093050256,0.15167660803531902,0.09179760998122642,0.1672823660355631,0.1433977453630275,Non-EU
PAN,1,268,12128,0.008245382585751979,15.211031913757324,0,9.571946144104004,8.916666030883789,7.241625339,0,0.758082004,11.199999809265137,0,0,0,0,0,0.07247697045690903,0.13795540400786127,0.1878557684294655,0.099396031657302,0.2622155460067699,0.24010027944169235,Non-EU
PER,12,168,5231,0.22940164404511568,17.247108459472656,0,8.733110427856445,8.5,5.06358929,0.002780615,1.073088642,24.299999237060547,2,1,1,0,0,0.14136707072496646,0.14477700663402052,0.15449082921602342,0.10951708523787725,0.25124898567396087,0.19859902251315156,Non-EU
PNG,5,142,3841,0.1301744337412132,15.92835807800293,1,7.8278913497924805,7.0833330154418945,2.542641014,0,0.664865705,10.899999618530273,2,1,1,0,0,0.14971594086349596,0.2535743490573897,0.25699503305776655,0.1288063937155461,0.1175257519280795,0.09338253137772227,Non-EU
POL,0,33,1133,0,17.452308654785156,0,9.427994728088379,9.583333969116211,6.543077528,0.231737105,1.03542192,20.5,0,0,0,0,0,0.02671368440476712,0.12137289718249872,0.5963116282310038,0.06700286816271715,0.12716531175336296,0.06143361026565015,EU
PRT,0,33,1133,0,16.150121688842773,0,9.902406692504883,10,9.037944674,0,0.599292586,7.900000095367432,0,0,0,0,0,0.02671368440476712,0.12137289718249872,0.5963116282310038,0.06700286816271715,0.12716531175336296,0.06143361026565015,EU
PRY,3,48,1991,0.15067805123053743,15.72917366027832,0,8.579117774963379,8.083333015441895,6.72532469,0,0.5823096,11.199999809265137,1,1,0,0,0,0.09914717280375016,0.20619669732778365,0.14080741679215958,0.12225813286661144,0.1786375201894586,0.25295306002023654,Non-EU
QAT,1,86,2005,0.04987531172069825,14.791719436645508,0,10.953662872314453,1.25,3.0493645,0,0.23193107,90.30000305175781,1,1,0,0,0,0.13088046792206437,0.2221877342869323,0.28963374662038094,0.12451323484271028,0.11511219288101628,0.11767262344689576,Non-EU
ROU,0,33,1133,0,16.796255111694336,0,9.166085243225098,8.916666030883789,4.993756488,0.026291134,1.024273012,14.300000190734863,0,0,0,0,0,0.02671368440476712,0.12137289718249872,0.5963116282310038,0.06700286816271715,0.12716531175336296,0.06143361026565015,EU
RWA,8,188,6865,0.11653313911143481,16.272430419921875,0,6.588029384613037,2.5833332538604736,6.763341278,0,1.668401358,40.70000076293945,3,1,1,1,0,0.20946345660427823,0.1973015209033943,0.14452040747242065,0.2441125661768748,0.10758884753116628,0.09701320131186572,Non-EU
SAU,1,139,3052,0.0327653997378768,17.29498291015625,0,9.89743423461914,0,5.835629627,0,0.934940302,78.4000015258789,1,1,0,0,0,0.16932277889069108,0.19945105392491305,0.2410514496969761,0.09497092001812324,0.14711584571423206,0.14808795175506456,Non-EU
SDN,31,186,6530,0.4747320061255743,17.500568389892578,0,7.782433032989502,1.5,6.403641403,0,1.247386694,47.900001525878906,5,1,1,1,1,0.23798667774012375,0.187768316606893,0.18207667947045375,0.18402008196782785,0.10147864541376196,0.10666959880093972,Non-EU
SGP,7,130,3644,0.19209659714599342,15.539576530456543,1,10.945955276489258,4.5,4.42238152,0,0.700856507,18.299999237060547,3,1,1,1,0,0.14449582487261983,0.18676107511157788,0.32090079058191434,0.10979520596863324,0.10048584065010452,0.13756126281515016,Non-EU
SLB,6,197,7532,0.07966011683483802,13.336565971374512,1,7.594087600708008,8.25,5.170710385,0,0.457500214,10.699999809265137,2,1,1,0,0,0.29639563271140823,0.2779171880137972,0.10807499394218524,0.08394659149204892,0.07424416833213478,0.15942142550842564,Non-EU
SLE,5,152,4444,0.11251125112511251,15.807327270507812,0,6.217435359954834,7.5833330154418945,16.5259555,0,0.336312009,20.600000381469727,2,1,1,0,0,0.14802605181724796,0.1817686559282809,0.30495276338161975,0.1094740856848926,0.1599387459148952,0.0958396972730636,Non-EU
SLV,19,240,7494,0.25353616226314385,15.664932250976562,0,8.242783546447754,8.25,7.717107236,0,1.067156353,23.399999618530273,4,1,1,1,1,0.1409476806722602,0.19206375079202925,0.10938649433046226,0.13255832612890353,0.2280334656737896,0.19701028240255525,Non-EU
SMR,0,33,894,0,10.41942024230957,0,10.751336097717285,10,6.834965944,0,0,13.399999618530273,0,0,0,0,0,0.03170443270203985,0.11818033467132176,0.5668804515515649,0.05221559274794115,0.12361780425529562,0.10740138407183672,Non-EU
SRB,11,35,1148,0.9581881533101044,15.769718170166016,0,8.658063888549805,8.25,8.645783365,0.219485569,0.366138604,24.299999237060547,2,1,1,0,0,0.192579079108065,0.1872393048606423,0.20629679850422164,0.1630081959474589,0.139425296611729,0.1114513249678831,Non-EU
STP,1,95,2084,0.04798464491362764,12.222079277038574,1,7.444326877593994,8.595741271972656,6.221891195,0,1.038407275,25.700000762939453,1,1,0,0,0,0.21491646708037737,0.16028808148642748,0.1258523638002333,0.12405144368481671,0.20682662852358483,0.1680650154245603,Non-EU
SUR,2,129,3705,0.053981106612685556,13.244382858276367,1,8.631364822387695,7.5,6.279411912,0,0.422982123,23.600000381469727,1,1,0,0,0,0.1914976763771771,0.159183283842918,0.2602845624563315,0.11444398098844603,0.1182810513354199,0.15630944499970753,Non-EU
SVK,0,33,1133,0,15.507596969604492,0,9.711479187011719,10,7.095012814,0.005869407,0.967072847,17.5,0,0,0,0,0,0.02671368440476712,0.12137289718249872,0.5963116282310038,0.06700286816271715,0.12716531175336296,0.06143361026565015,EU
SVN,0,33,1133,0,14.540660858154297,0,9.98149299621582,10,8.481074125,0.024593623,0.500009187,15.800000190734863,0,0,0,0,0,0.02671368440476712,0.12137289718249872,0.5963116282310038,0.06700286816271715,0.12716531175336296,0.06143361026565015,EU
SWE,0,33,1133,0,16.110374450683594,0,10.858502388000488,10,10.9761335,0,0.446112179,5.900000095367432,0,0,0,0,0,0.02671368440476712,0.12137289718249872,0.5963116282310038,0.06700286816271715,0.12716531175336296,0.06143361026565015,EU
SWZ,7,117,3147,0.22243406418811568,13.923453330993652,0,8.145461082458496,1.0833332538604736,6.817775965,0.087519944,1.075254267,16.299999237060547,2,1,1,0,0,0.1808450960369208,0.14274513595289887,0.2644441566033149,0.13992717307491392,0.13303832652102346,0.13900011181092817,Non-EU
SYC,26,264,9882,0.26310463468933415,11.458226203918457,1,9.620981216430664,6.960360050201416,5.178798363,0,0.639468155,18.700000762939453,4,1,1,1,1,0.31205177608343454,0.1403483094119847,0.2597986885409741,0.10657758432343614,0.08954446230932418,0.09167917933084628,Non-EU
TCD,9,135,8214,0.1095690284879474,16.4939022064209,0,6.540998935699463,2.4166667461395264,4.957113415,0,0.932396899,53,2,1,1,0,0,0.1330360524582948,0.114493984133908,0.09483580573266193,0.29594375883667423,0.23471958663810796,0.1269708122003532,Non-EU
TGO,14,208,9325,0.15013404825737264,15.83173942565918,0,6.392026901245117,4.5,6.577026844,0,0.675071776,32.70000076293945,4,1,1,1,1,0.14349997305238643,0.12623992169515874,0.16847352364909304,0.24053745374335145,0.19922961374347703,0.12201951411653336,Non-EU
THA,4,103,3462,0.11554015020219525,18.04920196533203,0,8.695943832397461,3,3.76332067,0.025228244,0.434803829,26.200000762939453,2,1,1,0,0,0.21074491342302448,0.18742349365218464,0.27841026072149677,0.0868011268391232,0.1074790465879542,0.12914115877621674,Non-EU
TJK,1,44,2217,0.04510599909788002,15.974638938903809,0,6.687754154205322,2.1666667461395264,7.004277408,0.190858829,0.393087441,40,1,1,0,0,0,0.1641364816264832,0.16423244606519158,0.27817876616390047,0.1084811419996787,0.1646654266373277,0.1203057375074184,Non-EU
TKM,1,122,3255,0.030721966205837174,15.54935359954834,0,8.762418746948242,0.5,6.62111789,0,0.756038125,19,1,1,0,0,0,0.11342923987362225,0.27294768334201414,0.2627151698472581,0.08053143933530588,0.15809051278300829,0.1122859548187914,Non-EU
TLS,19,349,12431,0.15284369720859142,14.013777732849121,1,7.627190589904785,7.8333330154418945,4.020591825,0,0.991054959,17.899999618530273,4,1,1,1,1,0.2335021629533812,0.20930115791420256,0.1538484878268657,0.13975944597663134,0.1343448222146947,0.12924392311422447,Non-EU
TON,6,205,7792,0.07700205338809035,11.524191856384277,1,8.285552978515625,8.595741271972656,5.178248882,0,0.294059348,10.100000381469727,2,1,1,0,0,0.19281265060378736,0.2935144020892841,0.1972346543027572,0.1102765742527358,0.1165890939121738,0.08957262483926173,Non-EU
TTO,1,69,2224,0.04496402877697842,14.13582706451416,1,9.6913423538208,9.166666030883789,6.870259345,0,0.830066338,22,1,1,0,0,0,0.11807488136305336,0.23215368176554968,0.28495675206919796,0.03360645252065836,0.23660369399302064,0.09460453828852,Non-EU
TUN,17,190,8723,0.19488708013298178,16.24066162109375,0,8.21556282043457,8.416666030883789,6.99615702,0,0.142671441,35.70000076293945,5,1,1,1,1,0.09910134127035576,0.12581430342597114,0.28563370234859997,0.14096257004647195,0.22666028867962495,0.12182779422897624,Non-EU
TUV,0,120,3454,0,9.325899124145508,1,8.08822250366211,10,16.88424796,0,0.415372846,11.399999618530273,0,0,0,0,0,0.1351976700256248,0.2126864560702668,0.3649990708269017,0.06343300848233492,0.10926369523325824,0.11442009936161354,Non-EU
TZA,6,83,3064,0.19582245430809397,17.786760330200195,0,6.873654842376709,6.1666669845581055,3.963478655,0.012805897,0.849534521,25.600000381469727,3,1,1,1,0,0.22129884579896256,0.20232280695051497,0.19414166725764465,0.16464068422391745,0.10202392561090856,0.11557207015805192,Non-EU
UGA,11,199,6778,0.1622897609914429,17.49553871154785,0,6.411334991455078,3.5,6.325942278,0,1.13436039,48.400001525878906,4,1,1,1,1,0.17565049502772648,0.1639368364429693,0.2466566582772266,0.15041706402981622,0.18542851841565533,0.07791042780660606,Non-EU
UKR,0,53,1433,0,17.622276306152344,0,7.6906208992004395,6.8333330154418945,6.756291538,0.534571826,1.739679056,18.299999237060547,0,0,0,0,0,0.09237246949898084,0.1087624252455548,0.4021564007568923,0.06952543955916306,0.1872204749142793,0.13996279002512965,Non-EU
URY,24,420,17554,0.13672097527629032,15.046358108520508,0,9.641287803649902,10,9.155895561,0,1.3149341,8.600000381469727,5,1,1,1,1,0.07985537644591684,0.06818304716516163,0.11072755602417628,0.1942425091635583,0.4551402007948934,0.0918513104062934,Non-EU
USA,0,40,1503,0,19.592981338500977,0,10.966545104980469,9.5,17.19726026,0.134773981,1.19729806,7.400000095367432,0,0,0,0,0,0.06435820697655652,0.08312015267492426,0.7001435457304261,0.01635908234484864,0.06855276257558625,0.06746624969765812,Non-EU
UZB,4,83,3311,0.12080942313500453,17.27648162841797,0,7.850804328918457,0.25,6.314973533,0.029485432,0.988718367,25.299999237060547,2,1,1,0,0,0.1128027998354602,0.21064797873459024,0.2530963616001,0.1510291827002348,0.1287610161305923,0.14366266099902253,Non-EU
VCT,18,258,6135,0.293398533007335,11.603304862976074,1,8.86433219909668,10,4.349533096,0,0.649390178,21.200000762939453,3,1,1,1,0,0.22348300395581425,0.22920221861901335,0.17332963253728734,0.12099181708128408,0.11391896746742498,0.13907436033917606,Non-EU
VEN,20,432,12077,0.16560404073859403,17.211566925048828,0,4.205596446990967,4.75,3.217084333,0.00563453,1.071509368,15.800000190734863,3,1,1,1,0,0.08662345793433271,0.13103256610182118,0.09014836100168098,0.17336107737998063,0.1767244402788382,0.3421100973033462,Non-EU
VNM,5,135,5396,0.09266123054114159,18.35495376586914,0,7.692667484283447,1.5833332538604736,5.659193546,0.251521471,0.960253238,29.700000762939453,2,1,1,0,0,0.23798221255325255,0.1659890574146027,0.1903083567698512,0.14531568592468572,0.1520179946056529,0.1083866927319549,Non-EU
VUT,5,110,3803,0.13147515119642386,12.5365629196167,1,7.968960762023926,8.595741271972656,3.696152195,0,0.93704811,10.300000190734863,2,1,1,0,0,0.27557637499498816,0.23790055326390408,0.1684019179505622,0.1137912517100924,0.10247048658594568,0.1018594154945075,Non-EU
WSM,1,101,2663,0.03755163349605708,12.178367614746094,1,8.320975303649902,8.595741271972656,5.532093719,0,0.676868071,10.600000381469727,1,1,0,0,0,0.16954090770165678,0.1927271659826304,0.3521959295059563,0.06583300317652557,0.13424154746939634,0.08546144616383473,Non-EU
ZAF,2,185,5997,0.03335000833750208,17.844491958618164,0,8.57033920288086,8.916666030883789,8.095827699,1.852724617,1.319112296,23.600000381469727,1,1,0,0,0,0.17630216158083228,0.1947165025611281,0.3032623510492332,0.06963335596644755,0.11107431358091176,0.14501131526144714,Non-EU
ZMB,24,155,4830,0.4968944099378882,16.610563278198242,0,7.155066967010498,6.5,4.477207363,0.034616062,0.78989574,24.700000762939453,4,1,1,1,1,0.23953415340123851,0.16616212870781302,0.1980895595879809,0.22763622769628303,0.09019143356592985,0.0783864970407547,Non-EU
ZWE,1,169,4916,0.02034174125305126,16.456735610961914,0,7.289326190948486,5.166666507720947,7.652104646,0.226401353,1.244587,19.399999618530273,2,1,1,0,0,0.22645699140087144,0.18879100716376776,0.19344372913359564,0.1671109276334037,0.12122700947474212,0.1029703351936193,Non-EU
